Estimate_status,Year,Species_group,Sub_group,Total_harvest_(A+B1),PSE,Total_weight_lb,PSE,Total_weight_kg,PSE
FINAL,2008,SEA BASSES,EPINEPHELUS GROUPERS,126794,30.3,1652134,34.3,749403,34.3
FINAL,2008,SEA BASSES,MYCTEROPERCA GROUPERS,26174,27.2,288653,28.6,130932,28.6
FINAL,2008,SEA BASSES,OTHER SEA BASSES,10326,46.5,5275,63.9,2393,63.9
FINAL,2008,SEAROBINS,SEAROBINS,748,100.1,0,.,0,.
FINAL,2008,SNAPPERS,OTHER SNAPPERS,302,92.9,0,.,0,.
FINAL,2008,SNAPPERS,RED SNAPPER,1003,62.5,6562,64.8,2976,64.8
FINAL,2008,SNAPPERS,VERMILION SNAPPER,51253,34.7,107874,40.4,48931,40.4
FINAL,2008,SNAPPERS,YELLOWTAIL SNAPPER,115,102.2,114,102.2,52,102.2
FINAL,2008,TEMPERATE BASSES,STRIPED BASS,57582,27.8,834612,32.6,378577,32.6
FINAL,2008,TEMPERATE BASSES,WHITE PERCH,5815,66.3,3724,66.7,1689,66.7
FINAL,2008,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,95086,33.7,269507,33.6,122248,33.6
FINAL,2008,TUNAS AND MACKERELS,KING MACKEREL,164719,18.7,1379450,19,625715,19
FINAL,2008,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,12376,34.5,76228,34.6,34577,34.6
FINAL,2008,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,80585,19.4,1368772,17.4,620871,17.4
FINAL,2008,TUNAS AND MACKERELS,SPANISH MACKEREL,1013980,13.1,1234030,15.2,559752,15.2
FINAL,2008,WRASSES,OTHER WRASSES,948,101.6,1813,98.5,822,98.5
FINAL,2008,WRASSES,TAUTOG,967,86.3,1652,77.8,749,77.8
FINAL,2009,BARRACUDAS,BARRACUDAS,2500,41.9,21007,40.8,9529,40.8
FINAL,2009,BLUEFISH,BLUEFISH,3190313,13.2,3566768,15.1,1617875,15.1
FINAL,2009,CARTILAGINOUS FISHES,DOGFISH SHARKS,2000,81.1,43216,81.1,19603,81.1
FINAL,2009,CARTILAGINOUS FISHES,OTHER SHARKS,8933,45.2,59307,42.8,26901,42.8
FINAL,2009,CARTILAGINOUS FISHES,SKATES/RAYS,22655,99.9,0,.,0,.
FINAL,2009,CATFISHES,FRESHWATER CATFISHES,1071,101.7,8029,101.7,3642,101.7
FINAL,2009,CODS AND HAKES,OTHER CODS/HAKES,519,101,1030,101,467,101
FINAL,2009,DOLPHINS,DOLPHINS,595967,17.4,6380552,18.3,2894200,18.3
FINAL,2009,DRUMS,ATLANTIC CROAKER,958128,16.1,359703,16.2,163160,16.2
FINAL,2009,DRUMS,BLACK DRUM,449901,26.5,421788,21.2,191322,21.2
FINAL,2009,DRUMS,KINGFISHES,3785900,13.6,1486072,19.5,674078,19.5
FINAL,2009,DRUMS,OTHER DRUM,72271,58.7,0,.,0,.
FINAL,2009,DRUMS,RED DRUM,214317,18.8,1028339,18.6,466452,18.6
FINAL,2009,DRUMS,SILVER PERCH,92414,52.1,28241,55.5,12810,55.5
FINAL,2009,DRUMS,SPOT,4197640,20.3,1427956,20.1,647717,20.1
FINAL,2009,DRUMS,SPOTTED SEATROUT,1857890,16.8,2878160,16.5,1305525,16.5
FINAL,2009,DRUMS,WEAKFISH,204814,23.5,245358,28.8,111294,28.8
FINAL,2009,FLOUNDERS,GULF FLOUNDER,39565,37.9,74779,39,33920,39
FINAL,2009,FLOUNDERS,OTHER FLOUNDERS,76922,34.1,0,.,0,.
FINAL,2009,FLOUNDERS,SOUTHERN FLOUNDER,329117,15.9,692704,14.7,314209,14.7
FINAL,2009,FLOUNDERS,SUMMER FLOUNDER,219321,23.7,307692,23.2,139568,23.2
FINAL,2009,GRUNTS,OTHER GRUNTS,1602,70.9,116,99.2,53,99.2
FINAL,2009,GRUNTS,PIGFISH,1074061,61.2,443288,64.8,201074,64.8
FINAL,2009,GRUNTS,WHITE GRUNT,109271,30.8,182294,30.5,82688,30.5
FINAL,2009,HERRINGS,HERRINGS,2104050,17.5,408592,20.6,185336,20.6
FINAL,2009,JACKS,BLUE RUNNER,9,91.2,56,91.2,26,91.2
FINAL,2009,JACKS,CREVALLE JACK,7198,83.7,2446,74.8,1110,74.8
FINAL,2009,JACKS,FLORIDA POMPANO,580096,20.6,257813,20.9,116943,20.9
FINAL,2009,JACKS,GREATER AMBERJACK,25670,30.1,686583,30.6,311432,30.6
FINAL,2009,JACKS,OTHER JACKS,6594,85.1,10569,52.2,4794,52.2
FINAL,2009,MULLETS,MULLETS,3821810,14.1,23200,59.6,10523,59.6
FINAL,2009,OTHER FISHES,OTHER FISHES,491277,34.7,594846,27.6,269821,27.6
FINAL,2009,PORGIES,OTHER PORGIES,11477,57.1,14857,68.6,6739,68.6
FINAL,2009,PORGIES,PINFISHES,623528,20.4,149476,21.3,67802,21.3
FINAL,2009,PORGIES,RED PORGY,47590,39.9,86648,40.4,39303,40.4
FINAL,2009,PORGIES,SHEEPSHEAD,362439,23.3,577311,23.8,261866,23.8
FINAL,2009,PUFFERS,PUFFERS,232300,28.1,108035,31.1,49005,31.1
FINAL,2009,SEA BASSES,BLACK SEA BASS,152614,30,167165,28,75825,28
FINAL,2009,SEA BASSES,EPINEPHELUS GROUPERS,95797,72,1007808,78,457139,78
FINAL,2009,SEA BASSES,MYCTEROPERCA GROUPERS,33958,31.9,423887,39.9,192274,39.9
FINAL,2009,SEA BASSES,OTHER SEA BASSES,20932,64.4,4008,68.1,1818,68.1
FINAL,2009,SNAPPERS,OTHER SNAPPERS,3570,92.3,0,.,0,.
FINAL,2009,SNAPPERS,RED SNAPPER,2303,55.7,17274,58.1,7836,58.1
FINAL,2009,SNAPPERS,VERMILION SNAPPER,42760,51.7,108305,55.5,49127,55.5
FINAL,2009,TEMPERATE BASSES,STRIPED BASS,31567,52.9,262389,38.1,119019,38.1
FINAL,2009,TEMPERATE BASSES,WHITE PERCH,60945,99.8,38964,99.8,17674,99.8
FINAL,2009,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,145344,43.3,450795,54.1,204479,54.1
FINAL,2009,TUNAS AND MACKERELS,KING MACKEREL,168558,17.5,1822673,18.4,826759,18.4
FINAL,2009,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,17018,36.1,139433,33.4,63246,33.4
FINAL,2009,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,288666,20.4,3179677,36.9,1442292,36.9
FINAL,2009,TUNAS AND MACKERELS,SPANISH MACKEREL,1480931,13.5,2155692,19.4,977815,19.4
FINAL,2009,WRASSES,OTHER WRASSES,492,91.4,5091,99.8,2309,99.8
FINAL,2009,WRASSES,TAUTOG,6467,65.1,26259,73.4,11911,73.4
FINAL,2010,BARRACUDAS,BARRACUDAS,2127,38.9,17803,40,8076,40
FINAL,2010,BLUEFISH,BLUEFISH,3691868,10.7,3185652,12.4,1445002,12.4
FINAL,2010,CARTILAGINOUS FISHES,DOGFISH SHARKS,8859,46,26626,45.5,12077,45.5
FINAL,2010,CARTILAGINOUS FISHES,OTHER SHARKS,7936,41.7,34413,39.4,15610,39.4
FINAL,2010,CARTILAGINOUS FISHES,SKATES/RAYS,1088,74.3,0,.,0,.
FINAL,2010,CATFISHES,FRESHWATER CATFISHES,37877,81.5,11392,77.7,5168,77.7
FINAL,2010,CODS AND HAKES,OTHER CODS/HAKES,2368,97.6,1010,100.8,458,100.8
FINAL,2010,DOLPHINS,DOLPHINS,615081,17.8,3754430,15.9,1702998,15.9
FINAL,2010,DRUMS,ATLANTIC CROAKER,1280446,16,638817,15.7,289766,15.7
FINAL,2010,DRUMS,BLACK DRUM,650010,24.8,812699,23.6,368638,23.6
FINAL,2010,DRUMS,KINGFISHES,3745585,9.8,1516573,12.3,687913,12.3
FINAL,2010,DRUMS,OTHER DRUM,7207,62.7,0,.,0,.
FINAL,2010,DRUMS,RED DRUM,179828,12.2,835143,12.8,378818,12.8
FINAL,2010,DRUMS,SILVER PERCH,28366,43.7,7800,43.9,3538,43.9
FINAL,2010,DRUMS,SPOT,3830384,19.3,1173173,19.4,532148,19.4
FINAL,2010,DRUMS,SPOTTED SEATROUT,630748,26.5,1277174,28,579322,28
FINAL,2010,DRUMS,WEAKFISH,110770,16.9,103903,17.4,47130,17.4
FINAL,2010,EELS,EELS,439,76.8,346,99.8,157,99.8
FINAL,2010,FLOUNDERS,GULF FLOUNDER,18775,27.9,35975,26.8,16318,26.8
FINAL,2010,FLOUNDERS,OTHER FLOUNDERS,154713,18.2,0,.,0,.
FINAL,2010,FLOUNDERS,SOUTHERN FLOUNDER,556812,11.5,1149899,11.6,521591,11.6
FINAL,2010,FLOUNDERS,SUMMER FLOUNDER,245839,14.8,341310,14.2,154817,14.2
FINAL,2010,GRUNTS,OTHER GRUNTS,6861,51.3,2984,53.5,1354,53.5
FINAL,2010,GRUNTS,PIGFISH,552530,17.8,180599,18.2,81919,18.2
FINAL,2010,GRUNTS,WHITE GRUNT,52062,47.6,81365,46.7,36907,46.7
FINAL,2010,HERRINGS,HERRINGS,2068020,14.6,449817,14.8,204036,14.8
FINAL,2010,JACKS,BLUE RUNNER,260,85.2,210,70.5,95,70.5
FINAL,2010,JACKS,CREVALLE JACK,3588,46.2,2289,48.3,1038,48.3
FINAL,2010,JACKS,FLORIDA POMPANO,452467,19.3,179641,17.6,81485,17.6
FINAL,2010,JACKS,GREATER AMBERJACK,20377,31.2,455278,29.4,206513,29.4
FINAL,2010,JACKS,OTHER JACKS,18223,54,109605,64.2,49716,64.2
FINAL,2010,MULLETS,MULLETS,4259946,13.8,105600,56.2,47900,56.2
FINAL,2010,OTHER FISHES,OTHER FISHES,766459,27,1121899,24.7,508890,24.7
FINAL,2010,PORGIES,OTHER PORGIES,7450,58.6,9884,52.7,4483,52.7
FINAL,2010,PORGIES,PINFISHES,769559,14.6,130560,13.9,59222,13.9
FINAL,2010,PORGIES,RED PORGY,19293,47.6,36299,47.7,16465,47.7
FINAL,2010,PORGIES,SCUP,4657,87.4,4089,89.8,1855,89.8
FINAL,2010,PORGIES,SHEEPSHEAD,327223,17.6,966467,19.5,438386,19.5
FINAL,2010,PUFFERS,PUFFERS,1609525,33.8,816436,34.8,370333,34.8
FINAL,2010,SEA BASSES,BLACK SEA BASS,184479,26.1,231236,26.5,104888,26.5
FINAL,2010,SEA BASSES,EPINEPHELUS GROUPERS,11980,54,212733,48.8,96495,48.8
FINAL,2010,SEA BASSES,MYCTEROPERCA GROUPERS,10506,31.2,107888,34.1,48938,34.1
FINAL,2010,SEA BASSES,OTHER SEA BASSES,28676,86.3,4801,76.9,2178,76.9
FINAL,2010,SEAROBINS,SEAROBINS,800,99.1,0,.,0,.
FINAL,2010,SNAPPERS,OTHER SNAPPERS,169,101.2,391,101.2,177,101.2
FINAL,2010,SNAPPERS,VERMILION SNAPPER,22796,41.4,49936,47.7,22651,47.7
FINAL,2010,TEMPERATE BASSES,STRIPED BASS,108961,31.1,1520376,32.2,689638,32.2
FINAL,2010,TEMPERATE BASSES,WHITE PERCH,4046,62.5,1861,63.3,844,63.3
FINAL,2010,TOADFISHES,TOADFISHES,792,76,349,76,158,76
FINAL,2010,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,93598,33.2,257445,38.7,116776,38.7
FINAL,2010,TUNAS AND MACKERELS,KING MACKEREL,58311,23.8,580505,23.4,263315,23.4
FINAL,2010,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,7373,21.6,49290,20.8,22358,20.8
FINAL,2010,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,121043,17.2,5075006,19.6,2302007,19.6
FINAL,2010,TUNAS AND MACKERELS,SPANISH MACKEREL,927116,22,1116099,17.5,506259,17.5
FINAL,2010,WRASSES,OTHER WRASSES,1577,92.8,8690,91.9,3942,91.9
FINAL,2010,WRASSES,TAUTOG,11873,77.7,33356,78.3,15130,78.3
FINAL,2011,BARRACUDAS,BARRACUDAS,1100,40,12375,37.7,5613,37.7
FINAL,2011,BLUEFISH,BLUEFISH,3613883,12,3158287,14.6,1432590,14.6
FINAL,2011,CARTILAGINOUS FISHES,DOGFISH SHARKS,28719,43.1,108348,43.5,49146,43.5
FINAL,2011,CARTILAGINOUS FISHES,OTHER SHARKS,15323,49.1,13194,36,5985,36
FINAL,2011,CARTILAGINOUS FISHES,SKATES/RAYS,9332,55.1,5584,95.7,2533,95.7
FINAL,2011,CATFISHES,FRESHWATER CATFISHES,10265,56.7,140676,64.2,63810,64.2
FINAL,2011,CODS AND HAKES,OTHER CODS/HAKES,31985,98.4,13864,100,6289,100
FINAL,2011,DOLPHINS,DOLPHINS,638543,15.3,4950235,16.7,2245412,16.7
FINAL,2011,DRUMS,ATLANTIC CROAKER,873659,15.2,360390,15.6,163472,15.6
FINAL,2011,DRUMS,BLACK DRUM,1259216,20.9,823423,18.3,373502,18.3
FINAL,2011,DRUMS,KINGFISHES,2345069,10.6,1002519,13.4,454740,13.4
FINAL,2011,DRUMS,OTHER DRUM,2711,100.5,0,.,0,.
FINAL,2011,DRUMS,RED DRUM,156484,16.7,737853,18.1,334688,18.1
FINAL,2011,DRUMS,SILVER PERCH,112595,45.3,25729,53.3,11671,53.3
FINAL,2011,DRUMS,SPOT,6480714,19.5,2201947,20.7,998796,20.7
FINAL,2011,DRUMS,SPOTTED SEATROUT,723502,11.2,1353388,11.5,613893,11.5
FINAL,2011,DRUMS,WEAKFISH,48727,24.9,62543,26.6,28369,26.6
FINAL,2011,FLOUNDERS,GULF FLOUNDER,38676,32.9,69051,36.3,31321,36.3
FINAL,2011,FLOUNDERS,OTHER FLOUNDERS,104247,21.2,0,.,0,.
FINAL,2011,FLOUNDERS,SOUTHERN FLOUNDER,388647,13.1,942373,13.2,427458,13.2
FINAL,2011,FLOUNDERS,SUMMER FLOUNDER,186877,15.9,311573,15.9,141329,15.9
FINAL,2011,GRUNTS,OTHER GRUNTS,2137,74.3,821,68.4,373,68.4
FINAL,2011,GRUNTS,PIGFISH,853482,18.4,268432,19.2,121760,19.2
FINAL,2011,GRUNTS,WHITE GRUNT,36911,34.6,66981,34.3,30382,34.3
FINAL,2011,HERRINGS,HERRINGS,2453981,19,531851,19.3,241246,19.3
FINAL,2011,JACKS,BLUE RUNNER,47136,76.4,5486,76.9,2489,76.9
FINAL,2011,JACKS,CREVALLE JACK,21875,48.3,5545,49.9,2515,49.9
FINAL,2011,JACKS,FLORIDA POMPANO,698273,18.4,275846,17.6,125123,17.6
FINAL,2011,JACKS,GREATER AMBERJACK,6810,33.2,142570,35.7,64670,35.7
FINAL,2011,JACKS,OTHER JACKS,72787,52,83611,54.3,37926,54.3
FINAL,2011,MULLETS,MULLETS,3772342,13.9,67275,35.8,30516,35.8
FINAL,2011,OTHER FISHES,OTHER FISHES,196520,25,471049,36.8,213666,36.8
FINAL,2011,PORGIES,OTHER PORGIES,1614,52.5,1990,57.4,903,57.4
FINAL,2011,PORGIES,PINFISHES,867629,16.6,182468,17.2,82767,17.2
FINAL,2011,PORGIES,RED PORGY,8801,40.1,15923,41.5,7223,41.5
FINAL,2011,PORGIES,SCUP,1021,55.9,690,52.6,313,52.6
FINAL,2011,PORGIES,SHEEPSHEAD,196844,25.6,522896,30.1,237184,30.1
FINAL,2011,PUFFERS,PUFFERS,992725,21.5,579923,24,263051,24
FINAL,2011,SEA BASSES,BLACK SEA BASS,179892,32.4,262904,33.5,119253,33.5
FINAL,2011,SEA BASSES,EPINEPHELUS GROUPERS,4244,48.4,67004,56.4,30393,56.4
FINAL,2011,SEA BASSES,MYCTEROPERCA GROUPERS,10108,37.7,116791,39,52976,39
FINAL,2011,SEA BASSES,OTHER SEA BASSES,12159,84.5,6313,89.4,2864,89.4
FINAL,2011,SEAROBINS,SEAROBINS,653,100.3,0,.,0,.
FINAL,2011,SNAPPERS,GRAY SNAPPER,605,101.4,9606,101.4,4357,101.4
FINAL,2011,SNAPPERS,VERMILION SNAPPER,8798,38.7,11628,37.9,5275,37.9
FINAL,2011,TEMPERATE BASSES,STRIPED BASS,248743,17.5,4664625,19.1,2115860,19.1
FINAL,2011,TEMPERATE BASSES,WHITE PERCH,51444,62.6,33525,53.8,15207,53.8
FINAL,2011,TOADFISHES,TOADFISHES,4095,44.7,4102,47.7,1861,47.7
FINAL,2011,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,47546,32.6,107820,31.7,48907,31.7
FINAL,2011,TUNAS AND MACKERELS,ATLANTIC MACKEREL,16,102.8,89,102.8,41,102.8
FINAL,2011,TUNAS AND MACKERELS,KING MACKEREL,31589,36.3,367896,31.3,166876,31.3
FINAL,2011,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,7807,31.1,55290,27.6,25079,27.6
FINAL,2011,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,146764,17.4,4808261,20.6,2181013,20.6
FINAL,2011,TUNAS AND MACKERELS,SPANISH MACKEREL,854554,15,1100110,20,499007,20
FINAL,2011,WRASSES,OTHER WRASSES,276,100,2431,100,1103,100
FINAL,2011,WRASSES,TAUTOG,3010,50.2,3447,52.8,1564,52.8
FINAL,2012,BARRACUDAS,BARRACUDAS,972,44.5,11601,40,5262,40
FINAL,2012,BLUEFISH,BLUEFISH,2684392,10,2872922,11,1303149,11
FINAL,2012,CARTILAGINOUS FISHES,DOGFISH SHARKS,1600,75.7,10522,82.4,4773,82.4
FINAL,2012,CARTILAGINOUS FISHES,OTHER SHARKS,4654,37.7,44891,41.2,20363,41.2
FINAL,2012,CARTILAGINOUS FISHES,SKATES/RAYS,5280,53.5,6976,78.6,3164,78.6
FINAL,2012,CATFISHES,FRESHWATER CATFISHES,575,73.2,1000,89,454,89
FINAL,2012,CODS AND HAKES,OTHER CODS/HAKES,282,100.9,93,100.9,42,100.9
FINAL,2012,DOLPHINS,DOLPHINS,426877,13,3335644,13.5,1513038,13.5
FINAL,2012,DRUMS,ATLANTIC CROAKER,848495,12.1,307338,12.6,139407,12.6
FINAL,2012,DRUMS,BLACK DRUM,556482,20.9,879401,20.4,398894,20.4
FINAL,2012,DRUMS,KINGFISHES,3444198,8.5,1257631,10.7,570458,10.7
FINAL,2012,DRUMS,OTHER DRUM,2451,64.5,0,.,0,.
FINAL,2012,DRUMS,RED DRUM,152005,13.1,648342,12.6,294086,12.6
FINAL,2012,DRUMS,SILVER PERCH,115122,46.6,17358,40.8,7874,40.8
FINAL,2012,DRUMS,SPOT,2677082,21.4,760276,22.2,344859,22.2
FINAL,2012,DRUMS,SPOTTED SEATROUT,1602836,10.4,2720028,12,1233797,12
FINAL,2012,DRUMS,WEAKFISH,96947,26.4,95952,22,43524,22
FINAL,2012,EELS,EELS,14871,95.6,537,100.3,244,100.3
FINAL,2012,FLOUNDERS,GULF FLOUNDER,27565,50.7,72124,50.1,32715,50.1
FINAL,2012,FLOUNDERS,OTHER FLOUNDERS,106341,14.1,0,.,0,.
FINAL,2012,FLOUNDERS,SOUTHERN FLOUNDER,290035,10.6,701698,10.8,318288,10.8
FINAL,2012,FLOUNDERS,SUMMER FLOUNDER,176553,16.5,287522,16.4,130419,16.4
FINAL,2012,GRUNTS,OTHER GRUNTS,6071,40.8,1863,44.3,845,44.3
FINAL,2012,GRUNTS,PIGFISH,1098940,18.8,417432,18.3,189346,18.3
FINAL,2012,GRUNTS,WHITE GRUNT,102155,30.9,169755,30.3,77000,30.3
FINAL,2012,HERRINGS,HERRINGS,1374785,16.9,283063,17.5,128396,17.5
FINAL,2012,JACKS,BLUE RUNNER,3284,76.6,3507,94.5,1591,94.5
FINAL,2012,JACKS,CREVALLE JACK,36442,41,22795,38.8,10340,38.8
FINAL,2012,JACKS,FLORIDA POMPANO,479495,16.9,261933,21.6,118812,21.6
FINAL,2012,JACKS,GREATER AMBERJACK,12412,23.8,216938,24.1,98402,24.1
FINAL,2012,JACKS,OTHER JACKS,25513,34.1,19294,36.6,8752,36.6
FINAL,2012,MULLETS,MULLETS,3887650,16.4,225288,78.8,102190,78.8
FINAL,2012,OTHER FISHES,OTHER FISHES,360629,20.8,356695,20.9,161796,20.9
FINAL,2012,PORGIES,OTHER PORGIES,4092,37.8,4992,45.5,2264,45.5
FINAL,2012,PORGIES,PINFISHES,1089755,14.4,239733,24.7,108742,24.7
FINAL,2012,PORGIES,RED PORGY,20737,29.7,36207,30.2,16423,30.2
FINAL,2012,PORGIES,SCUP,2452,54.3,2280,57,1034,57
FINAL,2012,PORGIES,SHEEPSHEAD,346609,15.8,797963,19.3,361954,19.3
FINAL,2012,PUFFERS,PUFFERS,1144717,22.2,614054,24.7,278533,24.7
FINAL,2012,SEA BASSES,BLACK SEA BASS,134124,18.2,228090,19.8,103461,19.8
FINAL,2012,SEA BASSES,EPINEPHELUS GROUPERS,2317,34.8,30781,39.8,13962,39.8
FINAL,2012,SEA BASSES,MYCTEROPERCA GROUPERS,15323,24.5,178600,25,81012,25
FINAL,2012,SEA BASSES,OTHER SEA BASSES,9743,54.7,5832,56.3,2645,56.3
FINAL,2012,SEAROBINS,SEAROBINS,1707,74.5,0,.,0,.
FINAL,2012,SNAPPERS,OTHER SNAPPERS,190,100.4,0,.,0,.
FINAL,2012,SNAPPERS,RED SNAPPER,2355,51,24872,54.1,11282,54.1
FINAL,2012,SNAPPERS,VERMILION SNAPPER,39458,32.9,53178,31.6,24122,31.6
FINAL,2012,TEMPERATE BASSES,OTHER TEMPERATE BASSES,23,99.7,472,99.7,214,99.7
FINAL,2012,TEMPERATE BASSES,STRIPED BASS,24540,37.4,104898,41.5,47582,41.5
FINAL,2012,TEMPERATE BASSES,WHITE PERCH,20325,59.9,11826,59.3,5364,59.3
FINAL,2012,TOADFISHES,TOADFISHES,4702,54.5,4081,69.6,1851,69.6
FINAL,2012,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,79487,26.7,223800,27.5,101515,27.5
FINAL,2012,TUNAS AND MACKERELS,ATLANTIC MACKEREL,7394,97.2,42382,97.2,19224,97.2
FINAL,2012,TUNAS AND MACKERELS,KING MACKEREL,55529,24.5,613903,25.3,278465,25.3
FINAL,2012,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,18393,22.8,140026,28.8,63515,28.8
FINAL,2012,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,152385,12.5,3610082,13.8,1637522,13.8
FINAL,2012,TUNAS AND MACKERELS,SPANISH MACKEREL,995852,9.6,1327350,10.4,602082,10.4
FINAL,2012,WRASSES,OTHER WRASSES,1990,92.5,24243,95.8,10997,95.8
FINAL,2012,WRASSES,TAUTOG,51956,89.5,52632,87.7,23874,87.7
FINAL,2013,BARRACUDAS,BARRACUDAS,365,74.9,2183,72.9,990,72.9
FINAL,2013,BLUEFISH,BLUEFISH,4287526,11.8,3517233,11.8,1595406,11.8
FINAL,2013,CARTILAGINOUS FISHES,DOGFISH SHARKS,52026,77.6,88216,71.4,40014,71.4
FINAL,2013,CARTILAGINOUS FISHES,OTHER SHARKS,56862,14.2,25822,55.1,11713,55.1
FINAL,2013,CARTILAGINOUS FISHES,SKATES/RAYS,29115,45.9,8904,75.3,4039,75.3
FINAL,2013,CATFISHES,FRESHWATER CATFISHES,19805,40.6,101562,42.2,46068,42.2
FINAL,2013,CODS AND HAKES,OTHER CODS/HAKES,22,106.3,0,.,0,.
FINAL,2013,DOLPHINS,DOLPHINS,322769,18.4,2277519,16.5,1033076,16.5
FINAL,2013,DRUMS,ATLANTIC CROAKER,1300804,15.7,453881,15.8,205879,15.8
FINAL,2013,DRUMS,BLACK DRUM,1511995,17.6,2709269,25.8,1228916,25.8
FINAL,2013,DRUMS,KINGFISHES,5878621,11.8,1462060,13.8,663186,13.8
FINAL,2013,DRUMS,OTHER DRUM,20586,79.3,218,100.1,99,100.1
FINAL,2013,DRUMS,RED DRUM,520758,13.3,2214045,13.9,1004284,13.9
FINAL,2013,DRUMS,SILVER PERCH,60246,39.7,10662,37.1,4836,37.1
FINAL,2013,DRUMS,SPOT,6120985,15.7,1789251,17.5,811599,17.5
FINAL,2013,DRUMS,SPOTTED SEATROUT,1107957,11.9,1881881,12.1,853616,12.1
FINAL,2013,DRUMS,WEAKFISH,63090,24.2,66720,23.2,30264,23.2
FINAL,2013,EELS,EELS,2860,61.7,1850,86.4,839,86.4
FINAL,2013,FLOUNDERS,GULF FLOUNDER,21346,52.1,44645,49.3,20251,49.3
FINAL,2013,FLOUNDERS,OTHER FLOUNDERS,105176,29.8,0,.,0,.
FINAL,2013,FLOUNDERS,SOUTHERN FLOUNDER,374215,23.7,869223,22.1,394277,22.1
FINAL,2013,FLOUNDERS,SUMMER FLOUNDER,123742,18.9,196002,19.1,88906,19.1
FINAL,2013,GRUNTS,OTHER GRUNTS,457,52.9,206,54.1,93,54.1
FINAL,2013,GRUNTS,PIGFISH,905659,16.1,293508,15.2,133135,15.2
FINAL,2013,GRUNTS,WHITE GRUNT,25864,40,44343,42.3,20114,42.3
FINAL,2013,HERRINGS,HERRINGS,2107898,30.7,318384,34.7,144418,34.7
FINAL,2013,JACKS,BLUE RUNNER,1545,76.3,170,76.3,77,76.3
FINAL,2013,JACKS,CREVALLE JACK,31412,40.4,25460,38.4,11549,38.4
FINAL,2013,JACKS,FLORIDA POMPANO,1978916,25.3,735833,21.4,333772,21.4
FINAL,2013,JACKS,GREATER AMBERJACK,19275,31.9,428664,33.9,194441,33.9
FINAL,2013,JACKS,OTHER JACKS,26100,59.1,16251,65.6,7371,65.6
FINAL,2013,MULLETS,MULLETS,4711391,19.7,152795,48.1,69307,48.1
FINAL,2013,OTHER FISHES,OTHER FISHES,613459,41.1,1158351,28.1,525425,28.1
FINAL,2013,PORGIES,OTHER PORGIES,3543,52.4,2473,46.9,1122,46.9
FINAL,2013,PORGIES,PINFISHES,1403616,15.6,284036,16.2,128838,16.2
FINAL,2013,PORGIES,RED PORGY,10642,38,26694,42.7,12108,42.7
FINAL,2013,PORGIES,SCUP,759,58.5,515,58.6,234,58.6
FINAL,2013,PORGIES,SHEEPSHEAD,784747,20.1,1220357,15.9,553550,15.9
FINAL,2013,PUFFERS,PUFFERS,973080,34.7,449032,28.6,203680,28.6
FINAL,2013,SEA BASSES,BLACK SEA BASS,89682,20.7,123413,21.3,55980,21.3
FINAL,2013,SEA BASSES,EPINEPHELUS GROUPERS,3697,58.2,34738,54.8,15757,54.8
FINAL,2013,SEA BASSES,MYCTEROPERCA GROUPERS,7036,34.4,62223,35.8,28224,35.8
FINAL,2013,SEA BASSES,OTHER SEA BASSES,3196,72.4,1266,72.3,574,72.3
FINAL,2013,SEAROBINS,SEAROBINS,2909,101.5,2886,101.5,1309,101.5
FINAL,2013,SNAPPERS,OTHER SNAPPERS,11,100.6,16,100.6,7,100.6
FINAL,2013,SNAPPERS,VERMILION SNAPPER,12558,30.9,17287,31.1,7842,31.1
FINAL,2013,TEMPERATE BASSES,STRIPED BASS,62693,26.6,229100,27.7,103919,27.7
FINAL,2013,TEMPERATE BASSES,WHITE PERCH,15938,63.6,11239,66.1,5098,66.1
FINAL,2013,TOADFISHES,TOADFISHES,2143,67.3,2111,68.5,957,68.5
FINAL,2013,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,76511,31.5,146636,30.9,66514,30.9
FINAL,2013,TUNAS AND MACKERELS,ATLANTIC MACKEREL,10547,101.2,2808,101.2,1273,101.2
FINAL,2013,TUNAS AND MACKERELS,KING MACKEREL,48000,23.3,521153,25.2,236394,25.2
FINAL,2013,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,28669,39,218470,32.3,99097,32.3
